regla_idx,activacion_media,magnitud_parametros,importancia_total,bias,Contraste_condicion,ASM_condicion,Homogeneidad_condicion,Energía_condicion,Media_condicion,Entropía_condicion,Varianza_condicion,Contraste_parametro,ASM_parametro,Homogeneidad_parametro,Energía_parametro,Media_parametro,Entropía_parametro,Varianza_parametro
122,0.0777004407097817,78536.95141128977,6102.355736659927,64545.095786945894,alto,alto,alto,alto,bajo,alto,bajo,1.0941984709352255,36046.82599419542,-1.45923020131886,-26506.782596426085,4.358800722286105,-10.312804503366351,-5.503050634637475
120,0.0013847086384813593,4239801.15403602,5870.889283436913,-3624049.737764259,alto,alto,alto,alto,bajo,bajo,bajo,2724.1462747083424,-1757045.2204029309,-7871.935493343255,1323747.9562502613,5703.966944635967,39637.59737637516,-31427.743355643528
107,3.2007501257320096e-05,171929957.50674078,5503.0483310679965,163393682.92750007,alto,alto,bajo,alto,bajo,alto,alto,1529237.6438351646,51711326.3521593,1165427.5465150643,-12946557.279978054,727772.5657975534,-26424.786957341268,4063607.85996803
13,2.4722218968416116e-06,1982100474.35726,4900.192194446164,-1082166853.418863,bajo,bajo,bajo,alto,alto,bajo,alto,-210631094.87061352,-785550582.0464033,-259520556.8036987,-1000411291.6610413,-113710031.20617068,-957516266.296747,-313434161.2246027
77,8.924456792997922e-06,499810281.4047257,4460.5352610926075,243747620.00295007,alto,bajo,bajo,alto,alto,bajo,alto,-3278588.969697567,-407455840.2241524,-1090410.793226158,139317067.11202866,29772624.948255785,38782865.28003279,50650273.86236066
123,0.06394918423504324,60089.57101431773,3842.6790473993187,-36989.82114883163,alto,alto,alto,alto,bajo,alto,alto,-8.637426018249243,-32734.528358463198,5.406756192445755,34219.28965840163,-11.268724739085883,14.83096974156797,9.680165123194456
8,1.8603540190260856e-06,2043242071.368138,3801.1535993128996,-953804937.1616826,bajo,bajo,bajo,alto,bajo,bajo,bajo,-273422224.1563429,-741193203.4346493,-216628720.80602425,-1330933339.0482488,-75801647.13301371,-691248429.5858228,582310389.5632635
109,4.949430919987517e-06,714144076.0733792,3534.6067714435003,-438375685.3626659,alto,alto,bajo,alto,alto,bajo,alto,6096043.84007954,-510632106.01904774,-12009677.062399566,227124379.86663574,-14903361.689831823,-67403400.98557615,23476914.161318976
41,1.2815964421065745e-06,2606302319.803816,3340.227780114682,-592681005.0864584,bajo,alto,bajo,alto,bajo,bajo,alto,-443531825.50841427,1248137597.8732047,-426651213.4590507,-465300813.68759704,82286225.93986705,-1721995472.811765,-1147343683.6592922
43,3.88622540610958e-06,853299907.1527388,3316.1157782079194,659338576.052074,bajo,alto,bajo,alto,bajo,alto,alto,-29185928.045462817,401556972.2699994,175073805.64383778,-233161048.34726638,-8261719.866749316,178552487.3879931,119705449.52241522
12,1.5855794236184267e-06,1940864228.594561,3077.3943848965864,1665971968.8479352,bajo,bajo,bajo,alto,alto,bajo,bajo,138327229.75960818,42321016.09532873,327559435.45850414,354077446.774406,98835892.17541257,625764079.9850719,-580129832.4519585
47,2.9408009652026614e-06,945210086.5468358,2779.674734836226,47841033.79924283,bajo,alto,bajo,alto,alto,alto,alto,11598401.728592616,736585072.2734445,-161977566.98935387,-558227889.4609859,42196398.22860708,-76495538.84759036,-54351074.591542974
40,8.590462231483704e-07,2887781941.9957347,2480.7381705475022,2123145751.4868805,bajo,alto,bajo,alto,bajo,bajo,bajo,371329819.1496009,67561724.17356429,476356699.75144374,-323262131.44769996,-74259633.15195234,1231492476.7621431,-1354837228.9072478
11,5.53324425152652e-06,424551890.0147297,2349.1493048987227,151415591.8063604,bajo,bajo,bajo,alto,bajo,alto,alto,44052892.28363463,291132861.0515818,-123212782.95610973,107922208.67272907,-11716733.375691442,-205284619.67613596,38871272.75010819
14,2.9004079540001136e-06,808311274.3591039,2344.432449459113,-120302981.0435893,bajo,bajo,bajo,alto,alto,alto,bajo,-930234.1862337464,726398445.4875374,-74990819.81929162,290945991.7606591,17228487.74287947,143667863.93980286,-5317233.116686592
46,1.99979930552148e-06,1103156590.1434908,2206.0917828503966,950881363.4163488,bajo,alto,bajo,alto,alto,alto,bajo,35588285.873987615,491570453.83682215,134546634.6261133,-217135578.80371067,-53435475.33543096,-17945347.28977503,37987049.40347519
45,1.1362063279380818e-06,1885635515.016984,2142.471004347081,1370729.1594996876,bajo,alto,bajo,alto,alto,bajo,alto,375132567.89642185,737905006.0078517,498699766.481376,-798642960.3849623,-82080965.60135761,1368143332.2240813,324508362.7930516
15,4.2467624303272326e-06,404978931.2987793,1719.8493105137293,-230174472.50706577,bajo,bajo,bajo,alto,alto,alto,alto,-34370247.287825525,-123820109.07542717,102912743.81960876,-287038607.7849319,-6444219.490436736,38569571.741708495,-1891735.485304188
44,7.260524707485311e-07,1688912680.3681793,1226.239224459841,-1013706126.306995,bajo,alto,bajo,alto,alto,bajo,bajo,-159739279.32274613,748473229.6622152,-599334773.4544204,-775658529.4705462,90767694.46296212,-460680033.77417654,240382872.99262142
10,4.118947175195018e-06,290038346.9309111,1194.652629789309,-112159675.80395322,bajo,bajo,bajo,alto,bajo,alto,bajo,-36446431.35692737,99906871.95735736,116932375.61283067,139718703.0527805,33533367.632767715,145234294.14324042,69431556.23862867
42,2.8762094559780005e-06,323182827.106403,929.5415033331395,-91110528.07528295,bajo,alto,bajo,alto,bajo,alto,bajo,15336591.968894746,-134683993.60411108,-170825079.84774145,146713744.82023868,-14035272.510117076,-157605756.9009305,45036961.67642563
